Label,Message
spam,Thank you for posting a complaint on ichangemycity. Your complaint W0832b463634 will be forwarded to concerned civic agency. We will keep you posted on the progress.
ham,does tomorrow work for you ?
ham,I am coming home for Thanksgiving
ham,lets meet tomorrow after 8 in the morning
ham,discussion with nishu for lunch
ham,lunch on friday @ 2 pm in pizza hut
ham,fill water in cooler
info,"Repair ref.no for your car is JC25355514 opened on 2013-09-13 9:45hrs,ETD of your car is 2013-09-14 17:24hrs and est.repair amt is Rs.2519 Rgds, Bimal Auto Agency"
spam,"Your Tkt Cancelled. PNR, 84426218535, Amt 1082 will be refunded in your account."
spam,Delivered: Your package withStar Car Mats Atlas 3D Floor Ma..was successfully delivered. More info at http://jabong.com/cBfWh1e
info,Bill dated 2012-06-28 for Rs 160 has been generated for your Reliance fixedline/broadband relationship no. 35512827. The same will reach you by 2012-07-01. Due date: 2012-07-13.
ham,the appointment is from quarter to half past 6
info,The PNR for your Air India Flt 7V411 for RUP-WGC on 2010-03-30 at 0:35 hrs  is BCX56Y. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
info,"Welcome to L&T Shipbuilding Limited R.No. 577, 547, 101 Ch.In 2014-03-27 0:39 Ch.out 2014-04-19 12:00."
info,"Repair ref.no for your car is JC31675883 opened on 2010-06-25 3:40hrs,ETD of your car is 2010-06-26 1:38hrs and est.repair amt is Rs.1874 Rgds, Hyundai Auto Agency"
info,"Repair ref.no for your car is JC13338821 opened on 2014-05-27 8:36hrs,ETD of your car is 2014-05-28 19:54hrs and est.repair amt is Rs.1736 Rgds, Lakshmi Auto Agency"
ham,share the news with everyone
info,"Welcome to Lakshmi Theatre R.No. 288, 182 Ch.In 2011-11-30 16:25 Ch.out 2011-12-04 12:00."
info,"Hi Customer, Booking ID: WXTLIVW. Seats: STANDARD-J15,J16,J17,J18,J19,J20,J21, 7 seat(s) for The Conjuring 2 on 2011-06-25 21:16 at Rex Theatre: Brigade Road. Please carry your CC/DC card which was used for booking tickets."
info,"Thank you for choosing Ola for 2015-04-12 at 7:17. Cab:KA55Z8748 , Chauffer: Nolan, Cell: 9233856821 will reach you. T&C apply, visit www.Ola.com"
ham,Okay dear..From where?
ham,how about thursday at 4:00pm
spam,Hey victor! Your Grand Happy Hours Slot is from 3pm-6pm! Enjoy Extra 22% Off +20% PhonePe Cashback! Your Code : BIZ5p93Y5 Shop Now! http://chk.bz/6T534I41gg
info,* KSRTC m-Ticket *  from: Shivamogga to: KUMBAKONAM PsngrName: Colby TripCode: 235ShiKUM PNR No.: J85414863 JnyDate: 2013-04-09 DepTime: 2:35  SeatNo.: 23  Class: AC Sleeper  BoardingPt: Shivamogga Residency Road Txn Password: 6816 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
info,"Thank you for choosing Uber for 2014-12-07 at 2:47. Cab:KA35E4677 , Chauffer: Carter, Cell: 9167131676 will reach you. T&C apply, visit www.Uber.com"
info,Thank you for using your HDFC bank CREDITcard ending 4522 for Rs. 1922.00 in Kozhikode at Paytm SELLER SERVICES on 2011-11-26 14:17
info,"Hi Customer, Booking ID: WWFI85H. Seats: STANDARD-A9,A10,A11,A12,A13, 5 seat(s) for The Conjuring 2 on 2013-06-04 6:11 at PVR: Vaishnavi Sapphire Mall, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
spam,Account notification: The password for your Google Account gavinpowell1136@outlook.com was recently changed. google.com/password
spam,HDFC BANK PERSONAL LOAN @11.49% FOR 20 LKS & SPESL CORPORATE EMPLS &BALANCE TRANSFER OF THE OTHER BANKS LOANS 11.69% FR DETAILS CALL;KUMAR 997799990
info,"Dear Guest, Thanks for choosing Sprinkles Cupcakes. Order ID 7183. Delivery by 2013-08-02 16:25. Enjoy 29% discount on your next purchase. Code U6VNF2. T&C."
info,"Thank you for choosing ucabs for 2011-01-30 at 13:41. Cab:KA26L2427 , Chauffer: Nicholas, Cell: 9767552484 will reach you. T&C apply, visit www.ucabs.com"
ham,the meeting can be on any weekday next week
info,"Welcome to FIRST CITIZENS BC R.No. 168, 346, 516, 266 Ch.In 2015-07-23 0:58 Ch.out 2015-08-01 12:00."
spam,OTP is 823132 for the txn of INR 2264.00 at True Value on your AXIS bank Debit card ending with 5588. Valid till 16:16:30. Do not share the OTP with anyone for security reasons
info,Maruti Auto Agency : Service of your car KA73E8532 is due in 41 days on 2011-03-20. Please contact us at 9562818536 to book a service.
ham,Lets meet in Mar
info,YourBus (SRIHARIKOTA-PALAKKAD 6:46) left  Chamarajpet at 7:46 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,I wanna attend Theatre show this Sunday ..but no company..
ham,have to skype her over lunch to get the updates
info,"Welcome to Featherstone National Wildlife Refuge R.No. 392, 499, 589 Ch.In 2012-09-18 12:20 Ch.out 2012-10-07 12:00."
spam,"Dear Air India Customer, flight 7Q816 from AGX shall be boarding from gate 19U. Boarding gate closes11 mins prior to the departure time."
spam,"Delivered: Your package withGeneric USB LED Light for PC, Mobile Phones and USB Chargers (Colors May VA4was successfully delivered. More info at http://myantra.com/cBfWh1e"
info,"Hi Customer, Booking ID: WL07W7F. Seats: STANDARD-E16,E17,E18,E19, 4 seat(s) for Miss Peregrine's Home for Peculiar Children on 2013-02-03 1:10 at Anjan Digital 4K A/C Cinema: Magadi Road. Please carry your CC/DC card which was used for booking tickets."
spam,"Dear INDIGO Customer, flight 4K124 from BBI shall be boarding from gate 7Z. Boarding gate closes29 mins prior to the departure time."
spam,"IndiGo: Dear IndiGo Customer, flight 6E 901 from BLR shall be boarding from gate 10. Boarding gate closes 25 mins prior to the departure time."
info,YourBus (Kozhikode-Vijayawada 5:58) left  Electronic City at 6:58 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,Bill dated 2014-06-04 for Rs 509 has been generated for your Reliance fixedline/broadband relationship no. 58887588. The same will reach you by 2014-06-07. Due date: 2014-06-19.
ham,i will meet you on coming saturday after 7
info,Appointment with Dr Devon in KOLAR GOLD FIELD on 2012-02-18 at 23:41 is confirmed. For queries call 1800 6577 1428. Your appt. might get delayed in case the doctor is attending an emergency.
ham,man I'm starving
info,"* KSRTC m-Ticket *  from: MANTRALAYA to: Mysuru PsngrName: Skyler TripCode: 1228MANMys PNR No.: J23605820 JnyDate: 2014-01-01 DepTime: 12:28  SeatNo.: 2, 8, 43, 44, 16, 17, 53, 25, 27  Class: Non-AC chair  BoardingPt: MANTRALAYA MG Road Txn Password: 3386 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,I forgot to turn off the Geyser
info,Bill dated 2014-03-03 for Rs 914 has been generated for your Reliance fixedline/broadband relationship no. 71151365. The same will reach you by 2014-03-06. Due date: 2014-03-18.
ham,oh yup lets attend on Friday eve by 9..
ham,call the indian overseas bank today before 4 :30 pm for the query
ham,submit the dues to airtel
info,YourBus (Kundapura-Mumbai 20:48) left  Gandinagar at 21:48 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
spam,"Last day closing offer-BAJAJ Offer personal loan only@ 12% OR reduce EMI with OD limit only@-1250 Per lac,with best benefits,for info cal@ 8038013202-AYUSHI , 8822495990, 03/09/2016"
info,"* KSRTC m-Ticket *  from: HIRIYUR to: TRICHY PsngrName: Kaden TripCode: 1634HIRTRI PNR No.: J45677146 JnyDate: 2012-06-01 DepTime: 16:34  SeatNo.: 36, 40, 55, 12, 48, 25, 23, 57  Class: AC chair  BoardingPt: HIRIYUR Bus Stand Road Txn Password: 3534 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,I am meeting Mary's husband
info,Bimal Auto Agency : Service of your car KA26S6216 is due in 75 days on 2012-11-04. Please contact us at 9823752764 to book a service.
info,"* KSRTC m-Ticket *  from: ALIKE to: Mysuru PsngrName: Preston TripCode: 1631ALIMys PNR No.: J36135392 JnyDate: 2015-05-16 DepTime: 16:31  SeatNo.: 33, 34, 37, 6, 45, 47, 16, 19  Class: Non-AC Sleeper  BoardingPt: ALIKE Rly Station Txn Password: 4368 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,Thank you for using your ICICI bank CREDITcard ending 7678 for Rs. 435.00 in NELLORE at Jabong on 2013-06-24 4:30
info,"DEAR Blake, THANK YOU FOR YOUR BOOKING (ORDER ID: 51266), YOUR ORDER HAS BEEN ASSIGNED TO Erick(9315273132) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2015-01-01 at 23:58. FOR ASSISTANCE WHATSAPP US ON 8864571873."
ham,i will meet john at total mall. we will have lunch there
ham,lets meet 2hrs after 6pm
spam,Delivered: Your package withAutofurnish Magnetic Sun Shades for Tata Safari Storm...was successfully delivered. More info at http://amazon.com/cBfWh1e
info,YourBus (SRIHARIKOTA-HUNDIMALA 17:13) left  Hebbal Bus Stand at 18:13 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
spam,"Rs.4413.00 was spent on ur HDFCBank CREDIT Card ending 8066 on 2016-05-11:08:47:12 at SPICEJET LIMITED.Avl bal - Rs.50589.00, curr o/s - Rs.74411.00"
info,Thank you for using your ICICI bank Debitcard ending 6727 for Rs. 3623.00 in ALIKE at Myantra on 2015-02-09 7:16
ham,remind me to pay 50 rs to john
ham,lets meet before weekend
info,"* KSRTC m-Ticket *  from: Shirdi to: SHIVAMOGGA PsngrName: Connor TripCode: 2243ShiSHI PNR No.: J73697496 JnyDate: 2012-09-04 DepTime: 22:43  SeatNo.: 49, 20, 15  Class: AC Sleeper  BoardingPt: Shirdi Residency Road Txn Password: 7254 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,"* KSRTC m-Ticket *  from: OOTY to: KARAIKUDI PsngrName: Elijah TripCode: 1447OOTKAR PNR No.: J69534966 JnyDate: 2011-07-20 DepTime: 14:47  SeatNo.: 4, 44, 13, 17, 50, 24, 57, 30, 31  Class: Non-AC Sleeper  BoardingPt: OOTY MG Road Txn Password: 8838 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,Nicole and Aaron today at 7 a.m.
info,"Repair ref.no for your car is JC12678461 opened on 2012-09-28 15:36hrs,ETD of your car is 2012-09-29 3:22hrs and est.repair amt is Rs.1548 Rgds, Hyundai Auto Agency"
ham,He'll hv a live Gazal concert@Picture Story Events Entertainment amphitheatre the same day itself.
spam,"Dear customer, We wish you a Happy Republic Day. Thanks for being a True Value customer."
ham,lets meet from 1 to 2 pm
ham,Is 5pm alright with you?
info,"* KSRTC m-Ticket *  from: Mysuru to: MANTRALAYA PsngrName: Alex TripCode: 524MysMAN PNR No.: J97220542 JnyDate: 2013-12-30 DepTime: 5:24  SeatNo.: 24, 25  Class: AC Sleeper  BoardingPt: Mysuru Residency Road Txn Password: 2322 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,want to get ice cream tonight?
info,"Hi Customer, Booking ID: W7S9OPK. Seats: GOLD-B15,B16,B17,B18,B19,B20, 6 seat(s) for La La Land on 2010-02-05 4:30 at Rex Theatre: Brigade Road. Please carry your CC/DC card which was used for booking tickets."
info,"PNR:6667173167,TRAIN:61228,DOJ:2012-11-01,SL,BBN-BDCR,Dep:18:19, Adrian,S7 35 , Fare:1180,SC:10.0+PG+INS"
info,"Welcome to Fort Montgomery R.No. 592, 293, 397 Ch.In 2014-05-11 10:31 Ch.out 2014-05-15 12:00."
ham,show my events on sunday
info,"[Oporto] Hi Mitchell, your reservation is confirmed for 13 people on 2009-09-08 at 1:58. We can hold your table for a maximum of 4 mins."
ham,i will be meeting john between monday and thursday for a lunch
spam,OTP is 672238 for the txn of INR 413.00 at Myantra on your HDFC bank CREDIT card ending with 8252. Valid till 6:34:12. Do not share the OTP with anyone for security reasons
spam,Delivered: Your package withThea Stilto... and 2 other item(s)was successfully delivered. More info at http://shopclues.com/cBfWh1e
ham,meeting is from 5am to 6:45am day after tomorrow morning
info,YourBus (MANTRALAYA-CHITRADURGA 12:32) left  Kalasipalayam at 13:32 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,pay electric bills on 19th
ham,Can I invite deepak mishra as the neutral party ? No one else is responding.
spam,Delivered: Your package withHEERAN ART Polyresin Sitting Buddha 24 cm ORBwas successfully delivered. More info at http://snapdeal.com/cBfWh1e
ham,Can you pick me up a new briefcase?
info,"Welcome to KEYWORTH B R.No. 592, 385, 543 Ch.In 2010-12-15 9:36 Ch.out 2010-12-27 12:00."
spam,Delivered: Your package withAhalyaa Yellow Colored Half ...was successfully delivered. More info at http://amazon.com/cBfWh1e
info,"Repair ref.no for your car is JC11635648 opened on 2011-01-13 3:33hrs,ETD of your car is 2011-01-14 6:58hrs and est.repair amt is Rs.758 Rgds, Lakshmi Auto Agency"
info,The PNR for your Air India Flt 2W834 for NMB-SXR on 2011-03-25 at 17:55 hrs  is EFUYJS. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
spam,OTP is 673372 for the txn of INR 19974.00 at Snapdeal on your SBI bank CREDIT card ending with 5775. Valid till 6:49:42. Do not share the OTP with anyone for security reasons
ham,ask about the project details
info,Appointment with Dr Taylor in PONDICHERRY on 2012-07-04 at 10:58 is confirmed. For queries call 1800 3455 5447. Your appt. might get delayed in case the doctor is attending an emergency.
ham,Shal I book tickets? Its at Phinix market city @ 17 hrs
info,"Repair ref.no for your car is JC37662551 opened on 2012-12-10 21:52hrs,ETD of your car is 2012-12-11 5:44hrs and est.repair amt is Rs.869 Rgds, Hyundai Auto Agency"
info,"* KSRTC m-Ticket *  from: SRINGERI to: Puducherry PsngrName: Trevor TripCode: 334SRIPud PNR No.: J56469754 JnyDate: 2014-07-26 DepTime: 3:34  SeatNo.: 1, 5, 6, 23, 28, 30  Class: AC Sleeper  BoardingPt: SRINGERI Residency Road Txn Password: 6577 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
spam,"Dear customer, We wish you a Happy Holi. Thanks for being a Myantra customer."
spam,OTP is 148561 for the txn of INR 7257.00 at Aryan Auto Agency on your ICICI bank CREDIT card ending with 7757. Valid till 23:40:47. Do not share the OTP with anyone for security reasons
spam,OTP is 822165 for the txn of INR 11119.00 at Paytm SELLER SERVICES on your AXIS bank Debit card ending with 7376. Valid till 17:16:19. Do not share the OTP with anyone for security reasons
info,"PNR:6572636374,TRAIN:34428,DOJ:2012-12-24,AC3,BPF-BSM,Dep:3:46, Victor,B7 44 , Fare:9186,SC:10.0+PG+INS"
info,Bill dated 2013-12-12 for Rs 1186 has been generated for your Docomo fixedline/broadband relationship no. 32457382. The same will reach you by 2013-12-15. Due date: 2013-12-27.
info,"* KSRTC m-Ticket *  from: MANTRALAYA to: OOTY PsngrName: Nolan TripCode: 643MANOOT PNR No.: J55893564 JnyDate: 2010-11-23 DepTime: 6:43  SeatNo.: 32, 41, 10, 5, 39  Class: AC Sleeper  BoardingPt: MANTRALAYA Residency Road Txn Password: 1127 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,"Hi Customer, Booking ID: W66H283. Seats: SILVER-I12,I13,I14,I15, 4 seat(s) for Kung Fu Panda 3 on 2014-09-10 4:16 at PVR: Market City, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
spam,"Dear Customer, You have made a Debit Card purchase of INR100.00 on 03 Apr. Info.IPS*BANGALORE I. Your Net Available Balance is INR 1,14,737.31."
info,The PNR for your SPICE JET Flt 8Z278 for BDQ-IXE on 2014-09-29 at 23:40 hrs  is JV3JIF. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
info,"[Smokey Bones] Hi Grant, your reservation is confirmed for 10 people on 2010-10-01 at 5:16. We can hold your table for a maximum of 23 mins."
info,Maha Veer Auto Agency : Service of your car KA84G4584 is due in 43 days on 2013-12-28. Please contact us at 9541463677 to book a service.
info,"* KSRTC m-Ticket *  from: Thiruvananthapuram to: NELLORE PsngrName: Derrick TripCode: 2346ThiNEL PNR No.: J84862013 JnyDate: 2011-10-28 DepTime: 23:46  SeatNo.: 1, 38, 45, 17, 51, 56, 26, 29, 31  Class: Non-AC Sleeper  BoardingPt: Thiruvananthapuram Residency Road Txn Password: 4223 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,The PNR for your AirAsia Flt 2Q244 for PNQ-VNS on 2011-11-20 at 3:38 hrs  is GXQ2MW. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,are you going to attend again ?
spam,"Greetings, IDBI Bank wishes you a Happy Holi."
info,"Hi Customer, Booking ID: W805P91. Seats: GOLD-K14,K15,K16,K17, 4 seat(s) for Storks on 2015-08-01 14:39 at INOX: Central, JP Nagar, Mantri Junction. Please carry your CC/DC card which was used for booking tickets."
spam,"Dear Air India Customer, flight 3L756 from HYD shall be boarding from gate 23P. Boarding gate closes1 mins prior to the departure time."
info,"Repair ref.no for your car is JC63867515 opened on 2013-10-20 9:20hrs,ETD of your car is 2013-10-21 7:57hrs and est.repair amt is Rs.2343 Rgds, Aryan Auto Agency"
ham,do u have holiday on 31st october for diwali..?
info,"Welcome to Cohoes Falls R.No. 136, 556, 491, 580 Ch.In 2015-02-04 21:43 Ch.out 2015-02-10 12:00."
info,YourBus (Vijayawada-COONUR 0:44) left  Chamarajpet at 1:44 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,"Welcome to Dungeness River Bridge R.No. 361, 212 Ch.In 2014-03-28 7:41 Ch.out 2014-04-10 12:00."
info,YourBus (Mysuru-Chennai 22:53) left  Kalasipalayam at 23:53 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,"Thank you for choosing taxiforsure for 2014-07-28 at 22:44. Cab:KA61M5827 , Chauffer: Jack, Cell: 9186514543 will reach you. T&C apply, visit www.taxiforsure.com"
info,"Thank you for choosing Meru for 2011-04-14 at 3:46. Cab:KA37F5712 , Chauffer: Roman, Cell: 9757386114 will reach you. T&C apply, visit www.Meru.com"
ham,Ok baby..will bring it tomorrow for sure
info,"* KSRTC m-Ticket *  from: UDUPI to: Thiruvananthapuram PsngrName: Corey TripCode: 836UDUThi PNR No.: J46443567 JnyDate: 2011-10-11 DepTime: 8:36  SeatNo.: 8, 17, 22  Class: Non-AC chair  BoardingPt: UDUPI Rly Station Txn Password: 1361 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,I was thinking 1
info,The PNR for your Air India Flt 2D252 for TIR-BHJ on 2011-06-07 at 0:37 hrs  is IJK7FU. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,"Hey, How about meeting tomorrow @ Totall mall for lunch."
info,"Repair ref.no for your car is JC31641236 opened on 2012-05-19 14:35hrs,ETD of your car is 2012-05-20 11:47hrs and est.repair amt is Rs.610 Rgds, Bimal Auto Agency"
info,YourBus (Panaji Goa-SRIHARIKOTA 20:14) left  Hosur at 21:14 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,"Hi Customer, Booking ID: W5H8SQK. Seats: SILVER-B11,B12,B13,B14,B15,B16, 6 seat(s) for 10 Cloverfield Lane on 2011-04-29 8:14 at PVR: MSR Elements Mall, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
ham,deadline for electricity bill payment is 19th
info,Maruti Auto Agency : Service of your car KA32Q6455 is due in 62 days on 2013-11-14. Please contact us at 9358668313 to book a service.
info,Thank you for using your SBI bank CREDITcard ending 7848 for Rs. 3494.00 in HIRIYUR at Askme on 2014-11-02 4:21
info,"Dear Guest, Thanks for choosing Neptune 's Net. Order ID 7473. Delivery by 2013-08-20 21:39. Enjoy 8% discount on your next purchase. Code EHFB0I. T&C."
spam,"Your Tkt Cancelled. PNR, 34447756755, Amt 69 will be refunded in your account."
ham,want to eat dinner with john this saturday at 8pm
info,"Hi Customer, Booking ID: W2OZZ45. Seats: GOLD-C1,C2,C3, 3 seat(s) for Pete's Dragon on 2013-12-08 3:46 at Cinepolis: Royal Meenakshi Mall. Please carry your CC/DC card which was used for booking tickets."
info,"PNR:6731747186,TRAIN:71441,DOJ:2010-07-16,AC3,BSRX-BPL,Dep:8:21, Victor,B9 33 , Fare:1137,SC:10.0+PG+INS"
info,"Thank you for choosing KSRTC for 2014-06-29 at 8:38. Cab:KA73X5481 , Chauffer: Ethan, Cell: 9214357467 will reach you. T&C apply, visit www.KSRTC.com"
ham,i will be meeting john for dinner on saturday at 8pm
ham,I have a doctor appointment tomorrow at 4:30 p.m. so I will take a short fall
spam,"Get digital marketing services ""SEO (Search engine optimization), SMM (Social media marketing), PPC (Pay per click) & Content marketing"" Misscall 08064914005"
spam,OTP is 454712 for the txn of INR 12999.00 at Ola on your SBI bank CREDIT card ending with 8663. Valid till 9:41:16. Do not share the OTP with anyone for security reasons
info,"Dear Guest, Thanks for choosing Mr. Fables. Order ID 2561. Delivery by 2015-07-20 2:40. Enjoy 10% discount on your next purchase. Code UVS6JZ. T&C."
spam,"Delivered: Your package with5V one Channel Relay Module FOR Arduino, ARM and o~was successfully delivered. More info at http://patm.com/cBfWh1e"
info,"Hi Customer, Booking ID: W7HXOEJ. Seats: STANDARD-A8,A9,A10,A11,A12,A13, 6 seat(s) for Split on 2015-08-03 13:37 at INOX Lido: Off MG Road, Ulsoor. Please carry your CC/DC card which was used for booking tickets."
info,"[Frisco] Hi Gavin, your reservation is confirmed for 9 people on 2015-01-18 at 11:35. We can hold your table for a maximum of 45 mins."
info,"* KSRTC m-Ticket *  from: KUMBAKONAM to: KANNUR PsngrName: Vincent TripCode: 747KUMKAN PNR No.: J78277976 JnyDate: 2010-05-03 DepTime: 7:47  SeatNo.: 8, 3, 38, 46, 7  Class: Non-AC chair  BoardingPt: KUMBAKONAM Residency Road Txn Password: 5263 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,YourBus (COONUR-CHANNARAYAPATNA 8:19) left  J P Nagar at 9:19 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
spam,"Dear AirAsia Customer, flight 6P655 from RTC shall be boarding from gate 12V. Boarding gate closes22 mins prior to the departure time."
info,Maruti Auto Agency : Service of your car KA54X3477 is due in 54 days on 2010-03-11. Please contact us at 9326881461 to book a service.
info,"PNR:2138572715,TRAIN:6631,DOJ:2012-05-04,AC3,AMG-BJF,Dep:19:54, Giovanni,B6 87 , Fare:7482,SC:10.0+PG+INS"
info,"* KSRTC m-Ticket *  from: Mysuru to: AGUMBE PsngrName: Elias TripCode: 2048MysAGU PNR No.: J28296394 JnyDate: 2009-09-09 DepTime: 20:48  SeatNo.: 36, 6, 40, 17, 27, 30  Class: AC chair  BoardingPt: Mysuru Rly Station Txn Password: 2822 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,attend the party behind total mall food court
info,"* KSRTC m-Ticket *  from: PONDICHERRY to: Puducherry PsngrName: Collin TripCode: 1718PONPud PNR No.: J10505795 JnyDate: 2011-10-11 DepTime: 17:18  SeatNo.: 43, 42, 11, 45, 46, 47, 52, 24, 27  Class: AC chair  BoardingPt: PONDICHERRY Rly Station Txn Password: 4177 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,"* KSRTC m-Ticket *  from: MANIPAL to: SAGAR PsngrName: Bryson TripCode: 742MANSAG PNR No.: J64927635 JnyDate: 2012-07-06 DepTime: 7:42  SeatNo.: 57, 50, 53, 30, 15  Class: Non-AC Sleeper  BoardingPt: MANIPAL MG Road Txn Password: 6145 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,inform john to meet mary asap
ham,i have an appointment with my doctor tomorrow
info,"Dear Guest, Thanks for choosing Umami Burger. Order ID 6438. Delivery by 2012-02-19 4:21. Enjoy 2% discount on your next purchase. Code MXH8PO. T&C."
ham,I am coming to korea next month
ham,i am supposed to meet john after dinner tonight
ham,Please do not attend the beach party this time. It is going to be very crowded
spam,Ready to Ship: Tommy Hilfiger TH17910... has been packed by the seller and
ham,buy milk everyday on 5:30
spam,"Dear Member, you are now unsubscribed from our messages.To opt in call +913646821373"
ham,"sounds good, see you then"
info,Welcome to Arizona Biltmore Resort and Spa R.No. 388 Ch.In 2010-03-04 12:24 Ch.out 2010-03-27 12:00.
ham,NP mom..Wil wish them in a surprise way :)
ham,and when do u want to?
info,Bill dated 2010-12-11 for Rs 467 has been generated for your Vodafone fixedline/broadband relationship no. 54427284. The same will reach you by 2010-12-14. Due date: 2010-12-26.
spam,To manage your Fixed Line services SMS MANAGEFL to 121 from your registered airtel number.
info,Bimal Auto Agency : Service of your car KA82A6287 is due in 73 days on 2012-10-03. Please contact us at 9663575311 to book a service.
spam,OTP is 148671 for the txn of INR 17215.00 at ShopClues on your SBI bank Debit card ending with 7788. Valid till 8:51:29. Do not share the OTP with anyone for security reasons
info,"Thank you for choosing Ola for 2014-08-28 at 18:31. Cab:KA46B6185 , Chauffer: Robert, Cell: 9645425677 will reach you. T&C apply, visit www.Ola.com"
info,"DEAR Luis, THANK YOU FOR YOUR BOOKING (ORDER ID: 73765), YOUR ORDER HAS BEEN ASSIGNED TO Trenton(9886124765) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2010-08-12 at 2:30. FOR ASSISTANCE WHATSAPP US ON 8258321525."
spam,Cannot process request. Your mobile number is already registered. TID :12556452774
ham,yes i love that place!
info,"Dear Guest, Thanks for choosing Shipley DoNuts. Order ID 4237. Delivery by 2012-11-18 23:18. Enjoy 12% discount on your next purchase. Code IKWTXU. T&C."
ham,"ah, good call! thanks for the reminder! its going to be so yummy :)"
ham,r u in town by any chance?
info,Bill dated 2012-07-19 for Rs 187 has been generated for your Vodafone fixedline/broadband relationship no. 87187234. The same will reach you by 2012-07-22. Due date: 2012-08-03.
info,"Repair ref.no for your car is JC52264534 opened on 2014-06-16 3:42hrs,ETD of your car is 2014-06-17 18:12hrs and est.repair amt is Rs.1138 Rgds, Hyundai Auto Agency"
spam,"Dear customer, We wish you a Happy Vasant Panchami. Thanks for being a Askme customer."
info,Bill dated 2009-12-26 for Rs 488 has been generated for your Bsnl fixedline/broadband relationship no. 27626154. The same will reach you by 2009-12-29. Due date: 2010-01-10.
info,"Thank you for choosing taxiforsure for 2010-01-23 at 1:22. Cab:KA85Z1117 , Chauffer: Tanner, Cell: 9241113536 will reach you. T&C apply, visit www.taxiforsure.com"
info,Maruti Auto Agency : Service of your car KA15G1541 is due in 35 days on 2014-08-08. Please contact us at 9621423412 to book a service.
spam,OTP is 377646 for the txn of INR 10314.00 at Aryan Auto Agency on your HDFC bank Debit card ending with 4737. Valid till 20:15:52. Do not share the OTP with anyone for security reasons
info,"DEAR David, THANK YOU FOR YOUR BOOKING (ORDER ID: 83231), YOUR ORDER HAS BEEN ASSIGNED TO Grant(9857263247) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-03-12 at 19:41. FOR ASSISTANCE WHATSAPP US ON 8253676253."
ham,ey.. Ur appointment with Doctor Prakash is scheduled tomorrow at 2pm @Tinplate hospital
spam,Delivered: Your package withCipla Plast Cloth Dryer Stand - Sumo + Free 14 Pcs Multipurpose Buffers - A4was successfully delivered. More info at http://amazon.com/cBfWh1e
spam,"Greetings, Meru wishes you a Happy Gandhi Jayanti."
info,"Dear Guest, Thanks for choosing JW Marriott Hotel. Order ID 1185. Delivery by 2011-02-04 10:43. Enjoy 15% discount on your next purchase. Code VDHWQS. T&C."
info,Appointment with Dr Sergio in PUTTAPARTHI on 2013-01-16 at 6:28 is confirmed. For queries call 1800 6252 8772. Your appt. might get delayed in case the doctor is attending an emergency.
info,"Hi Customer, Booking ID: W4223VN. Seats: STANDARD-K7,K8,K9,K10,K11,K12,K13,K14, 8 seat(s) for The Accountant on 2013-11-07 20:52 at Fun Cinemas: Sigma Mall, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
